date,kor_title,eng_title,grammar,grammar_desc
20180517,저는 커피를 안 마시면 졸리기 때문에 커피를 많이 마셔요.,I drink a lot of coffee because I feel sleepy when I don't drink it.,Vst기 때문에,It is used to indicate that the content of the preceding clause is the cause or reason of the latter clause. It cannot be used in an imperative nor suggestion sentence.
20180518,감기 때문이에요.,It's because of a cold.,____________ 때문이다,It is used to indicate the cause of the foregoing.
20180519,인스턴트식품을 많이 먹으면 건강이 나빠져요.,"If you eat too much instant food, your health will worsen.",Vst으면/면 DVst어져요/아져요/여져요.,It is used to indicate a change into a certain state when an event in the preceding clause happens.
20180521,요즘 일 때문에 스트레스가 쌓여서 건강이 나빠졌어요.,"I've been stressed out lately because of my work, so my health has gotten worse.",DVst어졌어요/아졌어요/여졌어요.,It is the past form of ‘DVst어/아/여져요.’ It is used to indicate a change into a certain state has happened.
20180522,건강이 좀 안 좋아져서 운동을 시작하려고요.,"My health has gotten worse, so I want to start exercise.",AVst으려고요/려고요.,It is used to express an intention to do a certain action casually.
20180523,두 달 정도 요가를 해 봤어요.,I have tried practicing yoga for about two months.,AVst어/아/여 봤어요.,It is used to indicate a prior attempt or experience of trying something.
20180524,운동을 안 해 봤어요.,I haven't exercised.,안 AVst어/아/여 봤어요.,It is used to indicate no prior attempt or experience of trying something.
20180525,운동하시기 전에 준비 운동부터 하세요.,Please do some warm ups first before you start exercise.,N부터,It is used to express that the action should be done first before other actions.
20180526,일주일에 세 번은 운동을 하셔야 해요.,You should exercise three times a week.,AVst어야/아아/여야 해요(돼요).,It is used to indicate necessary or obligatory  actions to do something or reach a certain situation.
20180528,가족 여행을 가려고 알아보고 있어요.,I am searching information to go on a family trip.,AVst으려고/려고,It is used to express the intention or purpose to do a certain action. It can’t be used in the suggestion nor imperative sentence.
20180529,국내 여행을 하고 싶은데 좋은 곳을 알아요?,I want to travel around the country; do you know a good place to go?,Vst는데/은데/ㄴ데 _______?,It is used to ask questions related to the  contents in the preceding clause.
20180530,한옥에서 묵은 적이 있어요.,I have stayed in a traditional Korean house before.,AVst은/ㄴ 적이 있어요.,It is used to indicate the existence of past experience. 
20180531,혼자 여행을 한 적이 없어요.,I have not travelled alone before.,AVst은/ㄴ 적이 없어요.,It is used to indicate the absence of past experience.
20180601,지금까지 여행한 곳 중에서 어디가 제일 좋았어요?,Where is the best place you have travelled so far?,지금까지 AVst은/ㄴ N 중에서 어디가(무엇이) 제일 DVst었어요/았어요/였어요?,It is used to ask about the best of all the past experiences.
20180602,바닷가여서 해물이 신선하겠어요.,The seafood must be fresh as it is on the coast.,Vst겠어요.,It is used to express the speaker’s assumption or supposition.
20180604,남자 친구하고 헤어진 지 3개월 됐어요.,It's been three months since I broke up with my boyfriend.,AVst은/ㄴ 지 N 됐어요.,It is used to indicate how much time has passed since someone has done something.
20180605,어떤 여자를 좋아해요?,What type of woman do you like?,어떤 N,"It is used to ask what kind of features, status, contents or personalities a person or a thing has in an interrogative sentence."
20180606,처음 만났을 때 밝게 웃으세요.,"When you meet somebody for the first time, put on a bright smile.",DVst게,It is used to indicate the mode or extent of an action in the latter clause.
20180607,저는 동물을 좋아하는데 가족들이 동물을 별로 안 좋아해요.,"I like animals, but my family doesn't like animals that much.",Vst는데/은데/ㄴ데,It is used to indicate a contrasting relationship between the preceding clause and the latter clause.
20180608,다음 주 토요일에 선약이 있는데요.,I have an appointment next Saturday.,Vst는데요/은데요/ㄴ데요.,It is used to state a certain situation while expecting a response from the listener. It is usually used when you do not want to end a conversation but hope it will be continued.
20180609,좋은 분인 것 같아서 몇 번 더 만날까 해요.,I am thinking of meeting him a few times more as he seems to be a nice person.,Avst을까/ㄹ까 해요.,"It is used to indicate that the intention or plan of the first person speaker is not certain yet, but the speaker has some intention to act."
20180611,그렇게 마음대로 연고를 바르면 안 돼요.,You shouldn't put on any kind of ointment at your own disposal.,AVst으면/면 안 돼요.,It is used to prohibit or restrict a certain action.
20180612,우리 아들이 배를 아파해서 왔어요.,We are here because my son has a stomachache,DVst어해요/아해요/여해요.,It is used to make an adjective describing emotions into a verb. It is usually used with a third person subject.
20180613,눈이 아파서 왔는데요.,I am here because my eyes are sick.,Vst었는데요/았는데요/였는데요.,It is used to state past situations or action while expecting response from the listener. It is usually used when you do not want to end a conversation but hope it will be continued.
20180614,아프지 않게 놓아 주세요.,Don’t' make the shot hurt.,DVst지 않게,It is the negation of ‘DVst게’.
20180615,이렇게 부었는데 많이 아팠겠어요.,It must have been painful when it got swollen this much.,Vst었겠어요/았겠어요/였겠어요.,It is used to guess the past situation.
20180616,이렇게 치료를 안 받으시면 빨리 안 낫는데요.,"If you don't get treatment like this, you won’t get well soon.",안 Vst는데요/은데요/ㄴ데요.,It is the negation of ‘Vst는데요/은데요/ㄴ데요’.
20180618,우리가 약속한 날은 내일인데요.,Our appointment date is tomorrow.,N인데요.,It is used after a noun to state a certain situation while expecting a response from the listener. It is usually used when you do not want to end a conversation but hope it will be continued.
20180619,선약이 있어서 못 가는데요.,I can't go because I have an appointment.,못 AVst는데요.,It is the negation of ‘AVst는데요.’ to express inability of doing something.
20180620,친구랑 쇼핑할 건데요.,I am going to go shopping with my friend.,AVst을/ㄹ 건데요.,It is used to state a plan while expecting a response from the listener. It is usually used when you do not want to end a conversation but hope it will be continued.
20180621,우리는 다음에 만나도 돼요.,We can meet next time.,Vst어도/아도/여도 돼요.,It is used to express permission.
20180622,나가려고 준비하는 중이에요.,I'm getting ready to go out.,AVst는 중이에요.,It is used to indicate that a certain action is taking place or continuing.
20180623,새로 생긴 식당에 가 볼까요?,Shall we go to the new restaurant?,AVst어/아/여 볼까요?,It is used to suggest trying some action.
20180625,남자 티셔츠를 하나 사려고 하는데요.,I am planning to buy a t-shirt for men.,AVst으려고/려고 하는데요.,It is used to indicate the plan or intention to do something while expecting a response from the listener.
20180626,선물 받으시는 분이 무슨 색 옷을 자주 입으시는데요?,What kind of colors does the person who receives the gift wear often?,"무슨 N을/를(어떤 N을/를, 언제...) __________는데요?","It is used to ask a question softly while expecting a response from the listener with an interrogative such as which, what or when."
20180627,한번 입어 보세요.,Please try it on.,AVst어/아/여 보세요.,It is used to suggest trying something.
20180628,이거 입어 봐도 돼요?,Can I try this on?,AVst어/아/여 봐도 돼요?,It is used to ask for permission to try something.
20180629,이번 주말에만 10퍼센트 할인하는데 하나 사세요.,It's on sale at 10% discount only on this weekend. Please by one.,Vst는데/은데/ㄴ데 AVst으세요/세요.,It is used to express a command to do a certain action after explaining the situation.
20180630,이 가게는 좀 비싼데 다른 가게에 가 볼까요?,This shop is a bit expensive. Shall we go to another shop?,Vst는데/은데/ㄴ데 AVst을까요?/ㄹ까요?,It is used to suggest doing something after explaining the situation.
20180702,그것으로 주세요.,Please give it to me.,N으로/로² 주세요.,It is used to ask for something to be chosen from many things.
20180703,어느 것으로 드릴까요?,Which one would you like?,어느 N __________?,It is used to ask what is chosen from more than two things.
